provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
L,2020-07-03,123,123,0,0,0,0
LE,2020-07-03,4,4,0,0,0,0
LO,2020-07-03,0,0,0,0,0,0
LU,2020-07-03,21,21,0,0,0,0
M,2020-07-03,83,78,0,5,0,0
MA,2020-07-03,3,3,0,0,0,0
ME,2020-07-03,0,0,0,0,0,0
MU,2020-07-03,3,3,0,0,0,0
NA,2020-07-03,8,8,0,0,0,0
NC,2020-07-03,3,2,0,0,1,0
O,2020-07-03,0,0,0,0,0,0
OR,2020-07-03,0,0,0,0,0,0
P,2020-07-03,0,0,0,0,0,0
PM,2020-07-03,4,4,0,0,0,0
PO,2020-07-03,0,0,0,0,0,0
S,2020-07-03,3,3,0,0,0,0
SA,2020-07-03,1,1,0,0,0,0
SE,2020-07-03,1,1,0,0,0,0
SG,2020-07-03,2,2,0,0,0,0
SO,2020-07-03,1,1,0,0,0,0
SS,2020-07-03,13,6,0,7,0,0
T,2020-07-03,6,6,0,0,0,0
TE,2020-07-03,3,3,0,0,0,0
TF,2020-07-03,0,0,0,0,0,0
TO,2020-07-03,6,6,0,0,0,0
V,2020-07-03,10,10,0,0,0,0
VA,2020-07-03,1,1,0,0,0,0
VI,2020-07-03,3,3,0,0,0,0
Z,2020-07-03,24,24,0,0,0,0
ZA,2020-07-03,1,1,0,0,0,0
A,2020-07-04,1,1,0,0,0,0
AB,2020-07-04,0,0,0,0,0,0
AL,2020-07-04,8,8,0,0,0,0
AV,2020-07-04,1,1,0,0,0,0
B,2020-07-04,107,107,0,0,0,0
BA,2020-07-04,4,4,0,0,0,0
BI,2020-07-04,3,2,0,1,0,0
BU,2020-07-04,1,1,0,0,0,0
C,2020-07-04,0,0,0,0,0,0
CA,2020-07-04,2,2,0,0,0,0
CC,2020-07-04,0,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0,0
CO,2020-07-04,0,0,0,0,0,0
CR,2020-07-04,5,5,0,0,0,0
CS,2020-07-04,1,1,0,0,0,0
CU,2020-07-04,0,0,0,0,0,0
GC,2020-07-04,2,2,0,0,0,0
GI,2020-07-04,7,7,0,0,0,0
GR,2020-07-04,11,11,0,0,0,0
GU,2020-07-04,1,1,0,0,0,0
H,2020-07-04,0,0,0,0,0,0
HU,2020-07-04,16,16,0,0,0,0
J,2020-07-04,0,0,0,0,0,0
L,2020-07-04,139,139,0,0,0,0
LE,2020-07-04,0,0,0,0,0,0
LO,2020-07-04,0,0,0,0,0,0
LU,2020-07-04,16,16,0,0,0,0
M,2020-07-04,32,31,0,1,0,0
MA,2020-07-04,3,3,0,0,0,0
ME,2020-07-04,0,0,0,0,0,0
MU,2020-07-04,6,6,0,0,0,0
NA,2020-07-04,5,5,0,0,0,0
NC,2020-07-04,3,3,0,0,0,0
O,2020-07-04,0,0,0,0,0,0
OR,2020-07-04,0,0,0,0,0,0
P,2020-07-04,0,0,0,0,0,0
PM,2020-07-04,3,3,0,0,0,0
PO,2020-07-04,0,0,0,0,0,0
S,2020-07-04,0,0,0,0,0,0
SA,2020-07-04,0,0,0,0,0,0
SE,2020-07-04,0,0,0,0,0,0
SG,2020-07-04,3,3,0,0,0,0
SO,2020-07-04,0,0,0,0,0,0
SS,2020-07-04,6,2,0,4,0,0
T,2020-07-04,7,6,0,0,1,0
TE,2020-07-04,0,0,0,0,0,0
TF,2020-07-04,2,2,0,0,0,0
TO,2020-07-04,6,5,0,1,0,0
V,2020-07-04,5,5,0,0,0,0
VA,2020-07-04,2,2,0,0,0,0
VI,2020-07-04,6,3,0,3,0,0
Z,2020-07-04,14,14,0,0,0,0
ZA,2020-07-04,0,0,0,0,0,0
A,2020-07-05,3,3,0,0,0,0
AB,2020-07-05,0,0,0,0,0,0
AL,2020-07-05,3,3,0,0,0,0
AV,2020-07-05,0,0,0,0,0,0
B,2020-07-05,127,127,0,0,0,0
BA,2020-07-05,6,6,0,0,0,0
BI,2020-07-05,7,4,0,3,0,0
BU,2020-07-05,1,1,0,0,0,0
C,2020-07-05,1,1,0,0,0,0
CA,2020-07-05,0,0,0,0,0,0
CC,2020-07-05,0,0,0,0,0,0
CE,2020-07-05,0,0,0,0,0,0
CO,2020-07-05,0,0,0,0,0,0
CR,2020-07-05,2,2,0,0,0,0
CS,2020-07-05,4,4,0,0,0,0
CU,2020-07-05,0,0,0,0,0,0
GC,2020-07-05,1,1,0,0,0,0
GI,2020-07-05,8,8,0,0,0,0
GR,2020-07-05,8,8,0,0,0,0
GU,2020-07-05,3,2,0,1,0,0
H,2020-07-05,1,1,0,0,0,0
HU,2020-07-05,13,13,0,0,0,0
J,2020-07-05,1,1,0,0,0,0
L,2020-07-05,112,112,0,0,0,0
LE,2020-07-05,0,0,0,0,0,0
LO,2020-07-05,1,1,0,0,0,0
LU,2020-07-05,20,20,0,0,0,0
M,2020-07-05,41,33,0,8,0,0
MA,2020-07-05,3,3,0,0,0,0
ME,2020-07-05,0,0,0,0,0,0
MU,2020-07-05,7,7,0,0,0,0
NA,2020-07-05,1,1,0,0,0,0
NC,2020-07-05,1,1,0,0,0,0
O,2020-07-05,0,0,0,0,0,0
OR,2020-07-05,1,1,0,0,0,0
P,2020-07-05,0,0,0,0,0,0
PM,2020-07-05,3,3,0,0,0,0
PO,2020-07-05,1,1,0,0,0,0
S,2020-07-05,2,2,0,0,0,0
SA,2020-07-05,1,1,0,0,0,0
SE,2020-07-05,0,0,0,0,0,0
SG,2020-07-05,0,0,0,0,0,0
SO,2020-07-05,0,0,0,0,0,0
SS,2020-07-05,18,10,0,8,0,0
T,2020-07-05,7,7,0,0,0,0
TE,2020-07-05,0,0,0,0,0,0
TF,2020-07-05,0,0,0,0,0,0
TO,2020-07-05,2,2,0,0,0,0
V,2020-07-05,4,4,0,0,0,0
VA,2020-07-05,1,1,0,0,0,0
VI,2020-07-05,5,2,0,3,0,0
Z,2020-07-05,23,23,0,0,0,0
ZA,2020-07-05,0,0,0,0,0,0
A,2020-07-06,5,5,0,0,0,0
AB,2020-07-06,0,0,0,0,0,0
AL,2020-07-06,2,2,0,0,0,0
AV,2020-07-06,0,0,0,0,0,0
B,2020-07-06,212,197,0,0,0,15
BA,2020-07-06,2,1,0,0,1,0
BI,2020-07-06,8,6,0,2,0,0
BU,2020-07-06,2,2,0,0,0,0
C,2020-07-06,1,1,0,0,0,0
CA,2020-07-06,0,0,0,0,0,0
CC,2020-07-06,0,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0,0
CO,2020-07-06,1,1,0,0,0,0
CR,2020-07-06,9,9,0,0,0,0
CS,2020-07-06,3,3,0,0,0,0
CU,2020-07-06,1,1,0,0,0,0
GC,2020-07-06,2,2,0,0,0,0
GI,2020-07-06,17,17,0,0,0,0
GR,2020-07-06,14,14,0,0,0,0
GU,2020-07-06,4,4,0,0,0,0
H,2020-07-06,1,1,0,0,0,0
HU,2020-07-06,24,24,0,0,0,0
J,2020-07-06,0,0,0,0,0,0
L,2020-07-06,160,160,0,0,0,0
LE,2020-07-06,5,4,0,0,1,0
LO,2020-07-06,0,0,0,0,0,0
LU,2020-07-06,16,16,0,0,0,0
M,2020-07-06,74,73,0,1,0,0
MA,2020-07-06,3,3,0,0,0,0
ME,2020-07-06,0,0,0,0,0,0
MU,2020-07-06,8,8,0,0,0,0
NA,2020-07-06,12,12,0,0,0,0
NC,2020-07-06,2,2,0,0,0,0
O,2020-07-06,0,0,0,0,0,0
OR,2020-07-06,0,0,0,0,0,0
P,2020-07-06,2,2,0,0,0,0
PM,2020-07-06,4,3,1,0,0,0
PO,2020-07-06,5,5,0,0,0,0
S,2020-07-06,0,0,0,0,0,0
SA,2020-07-06,2,2,0,0,0,0
SE,2020-07-06,2,2,0,0,0,0
SG,2020-07-06,1,1,0,0,0,0
SO,2020-07-06,1,1,0,0,0,0
SS,2020-07-06,31,27,0,4,0,0
T,2020-07-06,16,15,0,0,0,1
TE,2020-07-06,8,8,0,0,0,0
TF,2020-07-06,1,1,0,0,0,0
TO,2020-07-06,5,5,0,0,0,0
V,2020-07-06,16,16,0,0,0,0
VA,2020-07-06,3,2,0,0,1,0
VI,2020-07-06,2,0,0,2,0,0
Z,2020-07-06,43,43,0,0,0,0
ZA,2020-07-06,0,0,0,0,0,0
A,2020-07-07,4,4,0,0,0,0
AB,2020-07-07,0,0,0,0,0,0
AL,2020-07-07,5,5,0,0,0,0
AV,2020-07-07,0,0,0,0,0,0
B,2020-07-07,234,233,0,0,1,0
BA,2020-07-07,15,15,0,0,0,0
BI,2020-07-07,7,4,0,3,0,0
BU,2020-07-07,1,1,0,0,0,0
C,2020-07-07,0,0,0,0,0,0
CA,2020-07-07,2,2,0,0,0,0
CC,2020-07-07,1,1,0,0,0,0
CE,2020-07-07,0,0,0,0,0,0
CO,2020-07-07,2,2,0,0,0,0
CR,2020-07-07,13,13,0,0,0,0
CS,2020-07-07,3,3,0,0,0,0
CU,2020-07-07,0,0,0,0,0,0
GC,2020-07-07,1,1,0,0,0,0
GI,2020-07-07,23,23,0,0,0,0
GR,2020-07-07,13,13,0,0,0,0
GU,2020-07-07,2,2,0,0,0,0
H,2020-07-07,0,0,0,0,0,0
HU,2020-07-07,32,32,0,0,0,0
J,2020-07-07,1,1,0,0,0,0
L,2020-07-07,183,182,0,0,1,0
LE,2020-07-07,1,1,0,0,0,0
LO,2020-07-07,3,3,0,0,0,0
LU,2020-07-07,20,20,0,0,0,0
M,2020-07-07,69,65,0,4,0,0
MA,2020-07-07,7,7,0,0,0,0
ME,2020-07-07,0,0,0,0,0,0
MU,2020-07-07,14,14,0,0,0,0
NA,2020-07-07,13,13,0,0,0,0
NC,2020-07-07,6,6,0,0,0,0
O,2020-07-07,0,0,0,0,0,0
OR,2020-07-07,0,0,0,0,0,0
P,2020-07-07,0,0,0,0,0,0
PM,2020-07-07,1,1,0,0,0,0
PO,2020-07-07,1,1,0,0,0,0
S,2020-07-07,1,1,0,0,0,0
SA,2020-07-07,1,1,0,0,0,0
SE,2020-07-07,2,2,0,0,0,0
SG,2020-07-07,2,2,0,0,0,0
SO,2020-07-07,1,0,0,0,1,0
SS,2020-07-07,24,20,0,4,0,0
T,2020-07-07,13,13,0,0,0,0
TE,2020-07-07,8,8,0,0,0,0
TF,2020-07-07,1,1,0,0,0,0
TO,2020-07-07,1,1,0,0,0,0
V,2020-07-07,19,19,0,0,0,0
VA,2020-07-07,2,2,0,0,0,0
VI,2020-07-07,7,7,0,0,0,0
Z,2020-07-07,48,48,0,0,0,0
ZA,2020-07-07,0,0,0,0,0,0
A,2020-07-08,9,9,0,0,0,0
AB,2020-07-08,0,0,0,0,0,0
AL,2020-07-08,18,18,0,0,0,0
AV,2020-07-08,0,0,0,0,0,0
B,2020-07-08,241,240,0,0,1,0
BA,2020-07-08,5,5,0,0,0,0
BI,2020-07-08,19,16,0,3,0,0
BU,2020-07-08,3,3,0,0,0,0
C,2020-07-08,2,2,0,0,0,0
CA,2020-07-08,3,3,0,0,0,0
CC,2020-07-08,1,1,0,0,0,0
CE,2020-07-08,0,0,0,0,0,0
CO,2020-07-08,1,1,0,0,0,0
CR,2020-07-08,15,15,0,0,0,0
CS,2020-07-08,3,3,0,0,0,0
CU,2020-07-08,1,1,0,0,0,0
GC,2020-07-08,8,8,0,0,0,0
GI,2020-07-08,28,28,0,0,0,0
GR,2020-07-08,25,25,0,0,0,0
GU,2020-07-08,1,1,0,0,0,0
H,2020-07-08,0,0,0,0,0,0
HU,2020-07-08,19,19,0,0,0,0
J,2020-07-08,2,2,0,0,0,0
L,2020-07-08,230,229,0,0,1,0
LE,2020-07-08,3,3,0,0,0,0
LO,2020-07-08,5,5,0,0,0,0
LU,2020-07-08,25,25,0,0,0,0
M,2020-07-08,97,93,0,4,0,0
MA,2020-07-08,7,7,0,0,0,0
ME,2020-07-08,0,0,0,0,0,0
MU,2020-07-08,16,16,0,0,0,0
NA,2020-07-08,8,8,0,0,0,0
NC,2020-07-08,3,3,0,0,0,0
O,2020-07-08,2,2,0,0,0,0
OR,2020-07-08,2,2,0,0,0,0
P,2020-07-08,1,1,0,0,0,0
PM,2020-07-08,5,4,0,1,0,0
PO,2020-07-08,2,2,0,0,0,0
S,2020-07-08,2,2,0,0,0,0
SA,2020-07-08,1,1,0,0,0,0
SE,2020-07-08,0,0,0,0,0,0
SG,2020-07-08,2,1,0,0,1,0
SO,2020-07-08,1,1,0,0,0,0
SS,2020-07-08,18,15,0,3,0,0
T,2020-07-08,11,11,0,0,0,0
TE,2020-07-08,3,3,0,0,0,0
TF,2020-07-08,0,0,0,0,0,0
TO,2020-07-08,6,5,0,1,0,0
V,2020-07-08,17,17,0,0,0,0
VA,2020-07-08,2,2,0,0,0,0
VI,2020-07-08,8,6,0,2,0,0
Z,2020-07-08,53,53,0,0,0,0
ZA,2020-07-08,0,0,0,0,0,0
A,2020-07-09,7,7,0,0,0,0
AB,2020-07-09,1,1,0,0,0,0
AL,2020-07-09,9,9,0,0,0,0
AV,2020-07-09,1,1,0,0,0,0
B,2020-07-09,257,257,0,0,0,0
BA,2020-07-09,22,22,0,0,0,0
BI,2020-07-09,14,12,0,2,0,0
BU,2020-07-09,0,0,0,0,0,0
C,2020-07-09,2,2,0,0,0,0
CA,2020-07-09,3,3,0,0,0,0
CC,2020-07-09,1,1,0,0,0,0
CE,2020-07-09,0,0,0,0,0,0
CO,2020-07-09,0,0,0,0,0,0
CR,2020-07-09,16,16,0,0,0,0
CS,2020-07-09,2,2,0,0,0,0
CU,2020-07-09,2,2,0,0,0,0
GC,2020-07-09,5,5,0,0,0,0
GI,2020-07-09,31,31,0,0,0,0
GR,2020-07-09,19,19,0,0,0,0
GU,2020-07-09,2,2,0,0,0,0
H,2020-07-09,0,0,0,0,0,0
HU,2020-07-09,20,20,0,0,0,0
J,2020-07-09,1,1,0,0,0,0
L,2020-07-09,228,228,0,0,0,0
LE,2020-07-09,0,0,0,0,0,0
LO,2020-07-09,1,1,0,0,0,0
LU,2020-07-09,16,16,0,0,0,0
M,2020-07-09,94,89,0,5,0,0
MA,2020-07-09,5,5,0,0,0,0
ME,2020-07-09,0,0,0,0,0,0
MU,2020-07-09,6,6,0,0,0,0
NA,2020-07-09,29,29,0,0,0,0
NC,2020-07-09,2,2,0,0,0,0
O,2020-07-09,0,0,0,0,0,0
OR,2020-07-09,0,0,0,0,0,0
P,2020-07-09,0,0,0,0,0,0
PM,2020-07-09,6,6,0,0,0,0
PO,2020-07-09,2,2,0,0,0,0
S,2020-07-09,1,1,0,0,0,0
SA,2020-07-09,0,0,0,0,0,0
SE,2020-07-09,0,0,0,0,0,0
SG,2020-07-09,1,1,0,0,0,0
SO,2020-07-09,2,2,0,0,0,0
SS,2020-07-09,18,17,0,1,0,0
T,2020-07-09,17,16,0,0,0,1
TE,2020-07-09,1,1,0,0,0,0
TF,2020-07-09,3,2,0,0,0,1
TO,2020-07-09,8,7,0,1,0,0
V,2020-07-09,19,19,0,0,0,0
VA,2020-07-09,4,4,0,0,0,0
VI,2020-07-09,6,6,0,0,0,0
Z,2020-07-09,68,68,0,0,0,0
ZA,2020-07-09,0,0,0,0,0,0
A,2020-07-10,4,4,0,0,0,0
AB,2020-07-10,1,1,0,0,0,0
AL,2020-07-10,29,29,0,0,0,0
AV,2020-07-10,1,1,0,0,0,0
B,2020-07-10,375,374,0,0,0,1
BA,2020-07-10,45,45,0,0,0,0
BI,2020-07-10,11,8,0,3,0,0
BU,2020-07-10,1,1,0,0,0,0
C,2020-07-10,0,0,0,0,0,0
CA,2020-07-10,1,1,0,0,0,0
CC,2020-07-10,0,0,0,0,0,0
CE,2020-07-10,0,0,0,0,0,0
CO,2020-07-10,0,0,0,0,0,0
CR,2020-07-10,15,15,0,0,0,0
CS,2020-07-10,3,3,0,0,0,0
CU,2020-07-10,0,0,0,0,0,0
GC,2020-07-10,2,2,0,0,0,0
GI,2020-07-10,41,41,0,0,0,0
GR,2020-07-10,14,14,0,0,0,0
GU,2020-07-10,4,4,0,0,0,0
H,2020-07-10,1,1,0,0,0,0
HU,2020-07-10,28,28,0,0,0,0
J,2020-07-10,1,1,0,0,0,0
L,2020-07-10,241,240,0,0,1,0
LE,2020-07-10,2,2,0,0,0,0
LO,2020-07-10,10,10,0,0,0,0
LU,2020-07-10,5,5,0,0,0,0
M,2020-07-10,82,76,0,6,0,0
MA,2020-07-10,12,12,0,0,0,0
ME,2020-07-10,0,0,0,0,0,0
MU,2020-07-10,9,9,0,0,0,0
NA,2020-07-10,20,20,0,0,0,0
NC,2020-07-10,2,2,0,0,0,0
O,2020-07-10,2,2,0,0,0,0
OR,2020-07-10,1,1,0,0,0,0
P,2020-07-10,1,1,0,0,0,0
PM,2020-07-10,8,8,0,0,0,0
PO,2020-07-10,1,1,0,0,0,0
S,2020-07-10,1,1,0,0,0,0
SA,2020-07-10,0,0,0,0,0,0
SE,2020-07-10,2,2,0,0,0,0
SG,2020-07-10,2,2,0,0,0,0
SO,2020-07-10,1,1,0,0,0,0
SS,2020-07-10,17,14,0,3,0,0
T,2020-07-10,14,14,0,0,0,0
TE,2020-07-10,2,2,0,0,0,0
TF,2020-07-10,1,1,0,0,0,0
TO,2020-07-10,6,5,0,1,0,0
V,2020-07-10,25,25,0,0,0,0
VA,2020-07-10,7,6,0,0,1,0
VI,2020-07-10,2,2,0,0,0,0
Z,2020-07-10,98,98,0,0,0,0
ZA,2020-07-10,1,1,0,0,0,0
A,2020-07-11,7,7,0,0,0,0
AB,2020-07-11,2,2,0,0,0,0
AL,2020-07-11,24,24,0,0,0,0
AV,2020-07-11,0,0,0,0,0,0
B,2020-07-11,211,211,0,0,0,0
BA,2020-07-11,18,18,0,0,0,0
BI,2020-07-11,18,12,0,6,0,0
BU,2020-07-11,2,2,0,0,0,0
C,2020-07-11,2,2,0,0,0,0
CA,2020-07-11,0,0,0,0,0,0
CC,2020-07-11,0,0,0,0,0,0
CE,2020-07-11,0,0,0,0,0,0
CO,2020-07-11,3,3,0,0,0,0
CR,2020-07-11,4,4,0,0,0,0
CS,2020-07-11,6,6,0,0,0,0
CU,2020-07-11,2,2,0,0,0,0
GC,2020-07-11,0,0,0,0,0,0
GI,2020-07-11,18,18,0,0,0,0
GR,2020-07-11,14,14,0,0,0,0
GU,2020-07-11,3,3,0,0,0,0
H,2020-07-11,1,1,0,0,0,0
HU,2020-07-11,46,46,0,0,0,0
J,2020-07-11,0,0,0,0,0,0
L,2020-07-11,172,172,0,0,0,0
LE,2020-07-11,0,0,0,0,0,0
LO,2020-07-11,3,3,0,0,0,0
LU,2020-07-11,7,7,0,0,0,0
M,2020-07-11,64,62,0,2,0,0
MA,2020-07-11,7,7,0,0,0,0
ME,2020-07-11,0,0,0,0,0,0
MU,2020-07-11,17,17,0,0,0,0
NA,2020-07-11,35,35,0,0,0,0
NC,2020-07-11,3,3,0,0,0,0
O,2020-07-11,3,3,0,0,0,0
OR,2020-07-11,2,2,0,0,0,0
P,2020-07-11,0,0,0,0,0,0
PM,2020-07-11,7,7,0,0,0,0
PO,2020-07-11,2,2,0,0,0,0
S,2020-07-11,1,1,0,0,0,0
SA,2020-07-11,0,0,0,0,0,0
SE,2020-07-11,1,1,0,0,0,0
SG,2020-07-11,1,1,0,0,0,0
SO,2020-07-11,3,3,0,0,0,0
SS,2020-07-11,26,23,0,3,0,0
T,2020-07-11,15,15,0,0,0,0
TE,2020-07-11,3,3,0,0,0,0
TF,2020-07-11,1,1,0,0,0,0
TO,2020-07-11,2,2,0,0,0,0
V,2020-07-11,22,22,0,0,0,0
VA,2020-07-11,6,6,0,0,0,0
VI,2020-07-11,6,5,0,1,0,0
Z,2020-07-11,103,103,0,0,0,0
ZA,2020-07-11,0,0,0,0,0,0
A,2020-07-12,6,6,0,0,0,0
AB,2020-07-12,0,0,0,0,0,0
AL,2020-07-12,19,19,0,0,0,0
AV,2020-07-12,1,1,0,0,0,0
B,2020-07-12,234,230,0,0,1,3
BA,2020-07-12,11,11,0,0,0,0
BI,2020-07-12,31,25,0,6,0,0
BU,2020-07-12,1,1,0,0,0,0
C,2020-07-12,3,3,0,0,0,0
CA,2020-07-12,0,0,0,0,0,0
CC,2020-07-12,1,1,0,0,0,0
CE,2020-07-12,0,0,0,0,0,0
CO,2020-07-12,2,2,0,0,0,0
CR,2020-07-12,6,6,0,0,0,0
CS,2020-07-12,1,1,0,0,0,0
CU,2020-07-12,1,1,0,0,0,0
GC,2020-07-12,0,0,0,0,0,0
GI,2020-07-12,18,18,0,0,0,0
GR,2020-07-12,5,5,0,0,0,0
GU,2020-07-12,1,1,0,0,0,0
H,2020-07-12,0,0,0,0,0,0
HU,2020-07-12,25,25,0,0,0,0
J,2020-07-12,1,1,0,0,0,0
L,2020-07-12,198,197,0,0,1,0
LE,2020-07-12,0,0,0,0,0,0
LO,2020-07-12,2,2,0,0,0,0
LU,2020-07-12,4,4,0,0,0,0
M,2020-07-12,69,66,0,3,0,0
MA,2020-07-12,6,6,0,0,0,0
ME,2020-07-12,2,2,0,0,0,0
MU,2020-07-12,12,12,0,0,0,0
NA,2020-07-12,23,23,0,0,0,0
NC,2020-07-12,2,2,0,0,0,0
O,2020-07-12,0,0,0,0,0,0
OR,2020-07-12,0,0,0,0,0,0
P,2020-07-12,1,1,0,0,0,0
PM,2020-07-12,4,4,0,0,0,0
PO,2020-07-12,0,0,0,0,0,0
S,2020-07-12,2,2,0,0,0,0
SA,2020-07-12,2,2,0,0,0,0
SE,2020-07-12,0,0,0,0,0,0
SG,2020-07-12,0,0,0,0,0,0
SO,2020-07-12,0,0,0,0,0,0
SS,2020-07-12,18,12,0,6,0,0
T,2020-07-12,21,21,0,0,0,0
TE,2020-07-12,10,10,0,0,0,0
TF,2020-07-12,2,2,0,0,0,0
TO,2020-07-12,5,5,0,0,0,0
V,2020-07-12,11,11,0,0,0,0
VA,2020-07-12,3,3,0,0,0,0
VI,2020-07-12,6,5,0,1,0,0
Z,2020-07-12,96,96,0,0,0,0
ZA,2020-07-12,0,0,0,0,0,0
A,2020-07-13,15,15,0,0,0,0
AB,2020-07-13,2,2,0,0,0,0
AL,2020-07-13,12,12,0,0,0,0
AV,2020-07-13,0,0,0,0,0,0
B,2020-07-13,450,447,0,0,3,0
BA,2020-07-13,11,11,0,0,0,0
BI,2020-07-13,27,25,0,2,0,0
BU,2020-07-13,1,1,0,0,0,0
C,2020-07-13,2,2,0,0,0,0
CA,2020-07-13,4,4,0,0,0,0
CC,2020-07-13,2,2,0,0,0,0
CE,2020-07-13,0,0,0,0,0,0
CO,2020-07-13,4,4,0,0,0,0
CR,2020-07-13,7,7,0,0,0,0
CS,2020-07-13,4,4,0,0,0,0
CU,2020-07-13,0,0,0,0,0,0
GC,2020-07-13,1,1,0,0,0,0
GI,2020-07-13,38,38,0,0,0,0
GR,2020-07-13,11,11,0,0,0,0
GU,2020-07-13,2,2,0,0,0,0
H,2020-07-13,1,1,0,0,0,0
HU,2020-07-13,41,41,0,0,0,0
J,2020-07-13,2,2,0,0,0,0
L,2020-07-13,227,226,0,0,1,0
LE,2020-07-13,0,0,0,0,0,0
LO,2020-07-13,4,4,0,0,0,0
LU,2020-07-13,4,4,0,0,0,0
M,2020-07-13,130,119,0,11,0,0
MA,2020-07-13,10,10,0,0,0,0
ME,2020-07-13,0,0,0,0,0,0
MU,2020-07-13,13,13,0,0,0,0
NA,2020-07-13,40,40,0,0,0,0
NC,2020-07-13,9,9,0,0,0,0
O,2020-07-13,0,0,0,0,0,0
OR,2020-07-13,0,0,0,0,0,0
P,2020-07-13,1,1,0,0,0,0
PM,2020-07-13,8,8,0,0,0,0
PO,2020-07-13,2,2,0,0,0,0
S,2020-07-13,1,1,0,0,0,0
SA,2020-07-13,1,1,0,0,0,0
SE,2020-07-13,4,4,0,0,0,0
SG,2020-07-13,1,1,0,0,0,0
SO,2020-07-13,4,4,0,0,0,0
SS,2020-07-13,37,26,0,11,0,0
T,2020-07-13,23,22,0,0,0,1
TE,2020-07-13,6,6,0,0,0,0
TF,2020-07-13,4,4,0,0,0,0
TO,2020-07-13,6,6,0,0,0,0
V,2020-07-13,29,29,0,0,0,0
VA,2020-07-13,7,7,0,0,0,0
VI,2020-07-13,3,2,0,1,0,0
Z,2020-07-13,184,184,0,0,0,0
ZA,2020-07-13,0,0,0,0,0,0
A,2020-07-14,12,12,0,0,0,0
AB,2020-07-14,6,5,0,1,0,0
AL,2020-07-14,54,54,0,0,0,0
AV,2020-07-14,0,0,0,0,0,0
B,2020-07-14,436,435,0,0,1,0
BA,2020-07-14,3,3,0,0,0,0
BI,2020-07-14,41,33,0,8,0,0
BU,2020-07-14,1,1,0,0,0,0
C,2020-07-14,3,3,0,0,0,0
CA,2020-07-14,2,2,0,0,0,0
CC,2020-07-14,0,0,0,0,0,0
CE,2020-07-14,1,1,0,0,0,0
CO,2020-07-14,1,1,0,0,0,0
CR,2020-07-14,11,11,0,0,0,0
CS,2020-07-14,5,5,0,0,0,0
CU,2020-07-14,3,3,0,0,0,0
GC,2020-07-14,1,1,0,0,0,0
GI,2020-07-14,39,38,0,0,0,1
GR,2020-07-14,13,13,0,0,0,0
GU,2020-07-14,2,2,0,0,0,0
H,2020-07-14,0,0,0,0,0,0
HU,2020-07-14,52,52,0,0,0,0
J,2020-07-14,2,2,0,0,0,0
L,2020-07-14,200,199,0,0,1,0
LE,2020-07-14,2,2,0,0,0,0
LO,2020-07-14,6,6,0,0,0,0
LU,2020-07-14,2,2,0,0,0,0
M,2020-07-14,133,127,0,6,0,0
MA,2020-07-14,18,18,0,0,0,0
ME,2020-07-14,0,0,0,0,0,0
MU,2020-07-14,21,21,0,0,0,0
NA,2020-07-14,52,52,0,0,0,0
NC,2020-07-14,16,15,0,0,1,0
O,2020-07-14,2,2,0,0,0,0
OR,2020-07-14,0,0,0,0,0,0
P,2020-07-14,3,3,0,0,0,0
PM,2020-07-14,11,11,0,0,0,0
PO,2020-07-14,4,4,0,0,0,0
S,2020-07-14,2,2,0,0,0,0
SA,2020-07-14,1,1,0,0,0,0
SE,2020-07-14,5,5,0,0,0,0
SG,2020-07-14,2,2,0,0,0,0
SO,2020-07-14,2,2,0,0,0,0
SS,2020-07-14,53,40,0,13,0,0
T,2020-07-14,22,22,0,0,0,0
TE,2020-07-14,14,14,0,0,0,0
TF,2020-07-14,1,1,0,0,0,0
TO,2020-07-14,7,7,0,0,0,0
V,2020-07-14,38,38,0,0,0,0
VA,2020-07-14,4,4,0,0,0,0
VI,2020-07-14,8,6,0,2,0,0
Z,2020-07-14,216,216,0,0,0,0
ZA,2020-07-14,0,0,0,0,0,0
A,2020-07-15,22,22,0,0,0,0
AB,2020-07-15,0,0,0,0,0,0
AL,2020-07-15,14,14,0,0,0,0
AV,2020-07-15,1,1,0,0,0,0
B,2020-07-15,549,547,0,0,1,1
BA,2020-07-15,6,6,0,0,0,0
BI,2020-07-15,51,47,0,4,0,0
BU,2020-07-15,1,1,0,0,0,0
C,2020-07-15,7,7,0,0,0,0
CA,2020-07-15,2,2,0,0,0,0
CC,2020-07-15,7,7,0,0,0,0
CE,2020-07-15,0,0,0,0,0,0
CO,2020-07-15,10,10,0,0,0,0
CR,2020-07-15,13,13,0,0,0,0
CS,2020-07-15,14,14,0,0,0,0
CU,2020-07-15,0,0,0,0,0,0
GC,2020-07-15,6,6,0,0,0,0
GI,2020-07-15,31,31,0,0,0,0
GR,2020-07-15,13,13,0,0,0,0
GU,2020-07-15,5,5,0,0,0,0
H,2020-07-15,0,0,0,0,0,0
HU,2020-07-15,69,68,0,0,1,0
J,2020-07-15,0,0,0,0,0,0
L,2020-07-15,290,288,0,0,1,1
LE,2020-07-15,3,3,0,0,0,0
