


## 20I (Alpha, V1)
	first_seq	num_seqs	last_seq
Ecuador	2021-07-18	11	2021-10-02
Liechtenstein	2021-07-20	3	2021-10-06
Guadeloupe	2021-07-20	16	2021-11-16
Brunei	2021-07-21	510	2022-01-12
Estonia	2021-07-22	224	2022-01-14
Monaco	2021-07-23	4	2021-10-19
Uzbekistan	2021-07-23	2	2021-07-23
Iraq	2021-07-25	4	2021-10-01
Bosnia and Herzegovina	2021-07-26	31	2021-12-27
Sao Tome and Principe	2021-07-27	4	2021-07-27
Burundi	2021-07-28	17	2021-07-28
Bolivia	2021-07-30	2	2021-07-30
Cambodia	2021-07-30	23	2021-12-19
Trinidad and Tobago	2021-07-30	7	2021-11-17
Bermuda	2021-08-02	2	2021-08-11
Ethiopia	2021-08-02	8	2021-08-11
Serbia	2021-08-03	6	2021-12-01
Djibouti	2021-08-06	3	2021-09-16
Grenada	2021-08-10	2	2021-08-10
Saint Kitts and Nevis	2021-08-15	1	2021-08-15
Dominican Republic	2021-08-16	12	2021-12-10
Chad	2021-08-16	1	2021-08-16
Saint Barthélemy	2021-08-17	6	2021-11-02
Paraguay	2021-08-18	6	2021-11-23
Burkina Faso	2021-08-24	18	2021-12-07
Egypt	2021-08-27	10	2021-12-31
Thailand	2021-08-30	223	2022-01-21
Guatemala	2021-08-31	4	2021-10-11
Guyana	2021-09-06	11	2021-09-07
Moldova	2021-09-07	2	2021-12-15
Gabon	2021-09-20	1	2021-09-20
Venezuela	2021-10-13	1	2021-10-13
Honduras	2021-11-12	1	2021-11-12
Hungary	2021-11-19	4	2021-12-22
Saint Martin	2021-11-24	2	2021-12-01


## 21J (Delta)
	first_seq	num_seqs	last_seq
Slovenia	2020-10-23	26555	2022-02-02
India	2020-10-31	46919	2022-02-08
USA	2020-11-05	1271111	2022-02-14
Argentina	2020-11-09	3332	2022-01-17
United Kingdom	2020-11-13	1105768	2022-02-19
Canada	2020-11-24	70685	2022-02-09
Egypt	2020-12-13	521	2022-01-08
South Africa	2020-12-23	9888	2022-01-28
Colombia	2021-01-01	4430	2022-01-18
Germany	2021-01-01	194326	2022-02-17
Poland	2021-01-02	28849	2022-02-17
Slovakia	2021-01-02	12396	2022-02-11
Chile	2021-01-02	8394	2022-01-27
Czech Republic	2021-01-02	16547	2022-02-10
Indonesia	2021-01-03	6633	2022-02-01
Italy	2021-01-03	38875	2022-02-17
Israel	2021-01-05	21870	2022-02-04
Ireland	2021-01-07	26412	2022-01-19
Netherlands	2021-01-07	35737	2022-02-05
Nicaragua	2021-01-08	112	2021-08-25
France	2021-01-10	104349	2022-02-14
Dominican Republic	2021-01-11	527	2021-12-28
Malaysia	2021-01-12	4047	2022-01-28
Tunisia	2021-01-12	224	2021-09-30
Sweden	2021-01-13	44191	2022-02-07
Belgium	2021-01-15	39399	2022-02-22
Suriname	2021-01-16	297	2021-12-29
Venezuela	2021-01-21	77	2022-01-21
Japan	2021-01-26	92507	2022-01-27
Nigeria	2021-01-27	2403	2021-12-28
Belarus	2021-01-28	228	2021-12-22
Turkey	2021-02-06	45002	2022-02-17
Jamaica	2021-02-11	257	2021-12-23
Sri Lanka	2021-02-12	864	2022-01-25
Senegal	2021-02-15	754	2021-12-13
Côte d'Ivoire	2021-02-18	14	2021-11-06
Spain	2021-02-19	39039	2022-02-10
Russia	2021-03-01	7291	2022-01-21
Oman	2021-03-05	83	2021-06-27
Timor-Leste	2021-03-08	22	2021-08-08
Republic of the Congo	2021-03-12	116	2021-12-09
Ethiopia	2021-03-15	406	2021-08-16
Burkina Faso	2021-03-18	7	2021-10-30
Rwanda	2021-03-22	73	2021-11-23
Brazil	2021-03-23	40776	2022-02-05
Greece	2021-03-23	3900	2022-01-17
Latvia	2021-03-25	5260	2022-01-12
Zambia	2021-03-26	372	2021-09-08
Mexico	2021-03-27	18718	2022-02-10
Romania	2021-03-29	5675	2022-02-01
New Zealand	2021-03-30	4845	2022-02-14
Democratic Republic of the Congo	2021-04-01	214	2021-12-01
Luxembourg	2021-04-01	8920	2022-02-05
Australia	2021-04-03	33006	2022-02-13
Bulgaria	2021-04-05	7196	2022-01-20
Denmark	2021-04-05	152445	2022-02-16
Kenya	2021-04-05	1088	2022-01-01
Gambia	2021-04-08	293	2021-12-08
Bahrain	2021-04-09	1300	2021-11-14
Paraguay	2021-04-09	459	2022-01-11
Singapore	2021-04-10	8308	2022-02-08
Aruba	2021-04-10	1575	2022-01-08
Nepal	2021-04-12	973	2022-01-10
Pakistan	2021-04-12	722	2022-01-08
Togo	2021-04-12	89	2021-07-31
Malawi	2021-04-13	65	2021-10-26
Fiji	2021-04-14	511	2021-07-09
Philippines	2021-04-15	857	2021-11-15
Qatar	2021-04-17	1587	2022-01-07
Switzerland	2021-04-17	56344	2022-02-11
Angola	2021-04-18	224	2021-11-27
South Korea	2021-04-19	5258	2022-02-03
Vietnam	2021-04-21	82	2022-02-17
Austria	2021-04-21	7045	2022-01-31
Portugal	2021-04-21	14649	2022-02-07
Mongolia	2021-04-21	70	2021-12-04
China	2021-04-22	273	2021-11-26
Norway	2021-04-23	18295	2022-02-01
Maldives	2021-04-23	901	2022-01-24
Botswana	2021-04-24	1311	2022-02-03
Finland	2021-04-24	12634	2022-01-26
Guatemala	2021-04-24	689	2022-01-10
Barbados	2021-04-25	31	2021-12-08
Croatia	2021-04-25	13583	2022-02-03
Iran	2021-04-26	49	2022-01-22
Namibia	2021-04-26	74	2021-12-20
Jordan	2021-04-26	509	2022-01-04
Iraq	2021-04-27	102	2022-01-14
Hong Kong	2021-04-28	494	2022-02-05
Bangladesh	2021-04-28	1579	2022-02-08
Cameroon	2021-05-01	322	2021-11-29
Mozambique	2021-05-04	389	2021-11-27
Sint Maarten	2021-05-06	663	2022-01-31
Mauritius	2021-05-08	295	2022-01-28
Thailand	2021-05-09	5236	2022-02-09
Benin	2021-05-09	202	2021-11-13
Algeria	2021-05-10	35	2021-11-20
Georgia	2021-05-12	693	2022-02-18
Ghana	2021-05-12	991	2021-12-09
Eswatini	2021-05-14	237	2021-12-10
Seychelles	2021-05-15	667	2021-12-03
Peru	2021-05-15	6115	2022-01-21
Guinea	2021-05-17	82	2022-01-03
Iceland	2021-05-18	1807	2021-08-27
Uganda	2021-05-20	441	2021-12-14
Monaco	2021-05-21	72	2021-12-14
Guadeloupe	2021-05-25	294	2022-01-24
Lithuania	2021-05-27	15718	2022-02-02
Burundi	2021-05-27	35	2021-07-28
Ukraine	2021-05-29	434	2022-01-21
South Sudan	2021-06-02	25	2021-07-24
Bosnia and Herzegovina	2021-06-08	1085	2022-01-06
Estonia	2021-06-10	4009	2022-01-25
Costa Rica	2021-06-13	1213	2022-01-06
Kyrgyzstan	2021-06-14	90	2021-12-11
Taiwan	2021-06-14	10	2021-12-22
Bolivia	2021-06-14	31	2021-11-05
North Macedonia	2021-06-14	115	2022-02-01
Kuwait	2021-06-15	127	2021-12-04
Armenia	2021-06-17	85	2022-01-11
Moldova	2021-06-17	105	2022-01-11
Montenegro	2021-06-18	443	2022-01-23
Liechtenstein	2021-06-18	484	2022-01-03
Morocco	2021-06-20	180	2022-01-21
United Arab Emirates	2021-06-21	1	2021-06-21
Malta	2021-06-21	494	2022-02-08
Ecuador	2021-06-22	1265	2022-02-03
Cambodia	2021-06-23	410	2022-02-04
Zimbabwe	2021-06-23	124	2021-10-25
Uzbekistan	2021-06-25	28	2021-07-23
Lebanon	2021-06-25	67	2021-07-16
Serbia	2021-06-26	158	2022-01-01
Belize	2021-06-27	126	2022-01-10
Curacao	2021-06-28	302	2022-02-01
Djibouti	2021-06-30	61	2021-12-29
Saudi Arabia	2021-07-01	12	2021-12-19
Antigua and Barbuda	2021-07-02	110	2021-12-26
Chad	2021-07-05	29	2021-11-15
Albania	2021-07-06	22	2021-12-13
Gabon	2021-07-06	84	2021-09-30
Kosovo	2021-07-08	912	2021-12-29
Bonaire	2021-07-08	552	2022-01-07
Bahamas	2021-07-08	24	2021-08-08
Andorra	2021-07-08	56	2022-01-08
Papua New Guinea	2021-07-09	847	2021-11-15
Cabo Verde	2021-07-09	48	2021-09-02
Saint Lucia	2021-07-14	52	2021-12-06
Sao Tome and Principe	2021-07-14	1	2021-07-14
Equatorial Guinea	2021-07-17	14	2021-08-30
Saint Vincent and the Grenadines	2021-07-21	61	2022-01-03
Brunei	2021-07-21	58	2022-01-09
Kazakhstan	2021-07-25	184	2021-10-16
Grenada	2021-07-26	46	2021-12-13
Bermuda	2021-07-26	49	2021-12-13
Haiti	2021-07-27	1	2021-07-27
Honduras	2021-07-27	66	2021-12-13
French Polynesia	2021-07-29	35	2021-12-07
El Salvador	2021-08-02	70	2022-01-15
Trinidad and Tobago	2021-08-03	766	2022-01-27
Dominica	2021-08-07	4	2022-01-06
Mali	2021-08-10	3	2021-08-11
Lesotho	2021-08-18	5	2021-08-26
Palau	2021-08-20	2	2021-08-20
Cyprus	2021-08-28	1	2021-08-28
Guyana	2021-09-06	18	2021-09-08
Saint Barthélemy	2021-09-21	6	2021-10-29
Puerto Rico	2021-09-24	1	2021-09-24
Union of the Comoros	2021-10-05	11	2021-10-26
Saint Kitts and Nevis	2021-11-01	1	2021-11-01
Myanmar	2021-11-03	12	2021-12-27
Sierra Leone	2021-11-08	1	2021-11-08
Hungary	2021-11-15	81	2022-01-11
Saint Martin	2021-11-25	24	2021-12-21
Syria	2021-12-01	32	2022-02-01
Central African Republic	2021-12-12	1	2021-12-12


## 21K (Omicron)
	first_seq	num_seqs	last_seq
Nigeria	2021-10-17	984	2022-01-17
USA	2021-10-20	538342	2022-02-24
South Africa	2021-10-24	6075	2022-02-04
Chile	2021-10-26	2673	2022-02-10
United Kingdom	2021-11-03	522893	2022-02-22
Canada	2021-11-04	39200	2022-02-13
Ghana	2021-11-05	278	2021-12-31
Egypt	2021-11-08	36	2022-01-03
Senegal	2021-11-09	145	2022-02-17
India	2021-11-10	5386	2022-02-11
Czech Republic	2021-11-11	5553	2022-02-22
Botswana	2021-11-11	1148	2022-01-22
Bermuda	2021-11-12	20	2021-12-14
France	2021-11-12	43565	2022-02-21
Netherlands	2021-11-13	11088	2022-02-20
Hong Kong	2021-11-13	263	2022-02-02
Mexico	2021-11-16	9042	2022-02-19
Germany	2021-11-17	70832	2022-02-23
Rwanda	2021-11-18	84	2022-01-29
Democratic Republic of the Congo	2021-11-19	50	2021-12-18
Sweden	2021-11-19	4805	2022-02-14
Portugal	2021-11-19	3435	2022-02-08
Belgium	2021-11-19	12237	2022-02-21
Malaysia	2021-11-19	1055	2022-02-14
Israel	2021-11-20	14785	2022-02-11
Switzerland	2021-11-21	18226	2022-02-22
Republic of the Congo	2021-11-22	68	2021-12-30
Italy	2021-11-22	11307	2022-02-24
Denmark	2021-11-22	36131	2022-02-21
Philippines	2021-11-22	253	2022-01-05
Finland	2021-11-23	1989	2022-02-01
Mauritius	2021-11-23	146	2022-01-31
Eswatini	2021-11-23	141	2021-12-20
Sierra Leone	2021-11-24	1	2021-11-24
Norway	2021-11-24	6205	2022-02-21
South Korea	2021-11-24	2898	2022-02-07
Thailand	2021-11-24	3281	2022-02-14
Sri Lanka	2021-11-24	416	2022-02-23
Spain	2021-11-25	12819	2022-02-21
Austria	2021-11-25	2416	2022-02-11
Angola	2021-11-25	1	2021-11-25
Ireland	2021-11-25	7166	2022-02-08
Nepal	2021-11-25	50	2022-01-21
Brazil	2021-11-25	14523	2022-02-11
Zimbabwe	2021-11-26	220	2021-12-21
Mozambique	2021-11-26	77	2022-01-14
Australia	2021-11-26	17591	2022-02-22
Maldives	2021-11-27	149	2022-01-28
Japan	2021-11-27	15707	2022-02-17
Qatar	2021-11-27	65	2022-01-22
Kenya	2021-11-27	642	2022-01-15
Peru	2021-11-28	1596	2022-02-15
Greece	2021-11-29	779	2022-02-05
Indonesia	2021-11-29	6228	2022-02-14
Uganda	2021-11-29	38	2022-01-07
Zambia	2021-11-30	214	2022-02-02
Myanmar	2021-11-30	3	2022-01-04
Slovenia	2021-11-30	7023	2022-02-02
Algeria	2021-11-30	2	2021-12-10
Oman	2021-12-01	39	2022-01-04
Kuwait	2021-12-01	1	2021-12-01
Croatia	2021-12-01	5281	2022-02-04
Slovakia	2021-12-01	1640	2022-02-16
Romania	2021-12-01	1826	2022-02-03
Tunisia	2021-12-02	1	2021-12-02
Argentina	2021-12-02	1523	2022-02-14
Singapore	2021-12-02	1498	2022-02-17
Malawi	2021-12-02	90	2021-12-30
Turkey	2021-12-02	6169	2022-02-17
Dominican Republic	2021-12-02	72	2022-02-16
Liechtenstein	2021-12-02	80	2022-02-11
Mongolia	2021-12-02	1	2021-12-02
Namibia	2021-12-02	163	2021-12-28
Russia	2021-12-03	421	2022-01-25
Lebanon	2021-12-03	4	2021-12-06
Pakistan	2021-12-03	76	2022-02-12
Côte d'Ivoire	2021-12-03	4	2021-12-06
Sint Maarten	2021-12-04	360	2022-02-07
Montenegro	2021-12-04	19	2022-01-26
Colombia	2021-12-05	1934	2022-02-04
Bangladesh	2021-12-06	177	2022-02-13
Luxembourg	2021-12-06	4287	2022-02-06
Jordan	2021-12-07	31	2022-01-10
Guinea	2021-12-07	70	2022-01-07
Latvia	2021-12-07	393	2022-01-13
New Zealand	2021-12-07	1320	2022-02-16
Morocco	2021-12-07	84	2022-01-20
Lithuania	2021-12-08	2594	2022-02-12
Poland	2021-12-09	21385	2022-02-22
Jamaica	2021-12-09	61	2021-12-24
China	2021-12-09	9	2021-12-29
Costa Rica	2021-12-10	683	2022-02-11
Trinidad and Tobago	2021-12-10	131	2022-01-31
Ecuador	2021-12-11	653	2022-02-07
Cambodia	2021-12-12	269	2022-02-17
Serbia	2021-12-12	33	2022-01-21
Cameroon	2021-12-12	4	2021-12-15
Barbados	2021-12-13	6	2021-12-16
Malta	2021-12-13	162	2022-02-08
Saudi Arabia	2021-12-13	29	2021-12-21
Bulgaria	2021-12-13	350	2022-01-20
Venezuela	2021-12-13	25	2022-02-01
Panama	2021-12-13	1	2021-12-13
Paraguay	2021-12-14	93	2022-02-02
Georgia	2021-12-14	366	2022-02-20
Saint Martin	2021-12-14	173	2022-02-07
Hungary	2021-12-14	28	2022-01-14
Honduras	2021-12-14	46	2022-01-04
Estonia	2021-12-15	618	2022-01-26
Djibouti	2021-12-16	214	2022-01-05
Aruba	2021-12-16	44	2022-01-08
Curacao	2021-12-16	282	2022-02-10
Antigua and Barbuda	2021-12-16	24	2022-01-17
Brunei	2021-12-16	65	2022-01-10
Kosovo	2021-12-16	11	2021-12-29
Guadeloupe	2021-12-17	141	2022-02-07
Andorra	2021-12-17	58	2022-02-01
Iran	2021-12-18	151	2022-02-06
Saint Vincent and the Grenadines	2021-12-18	57	2022-01-04
Tanzania	2021-12-18	2	2021-12-18
Saint Kitts and Nevis	2021-12-19	12	2022-01-04
Ukraine	2021-12-19	23	2022-02-09
Bonaire	2021-12-19	282	2022-02-02
Burkina Faso	2021-12-19	17	2022-01-29
Belize	2021-12-20	185	2022-01-31
Taiwan	2021-12-20	4	2021-12-24
Guatemala	2021-12-20	105	2022-01-21
Kazakhstan	2021-12-21	6	2021-12-28
Vietnam	2021-12-21	230	2022-02-17
Iraq	2021-12-21	52	2022-01-21
Gambia	2021-12-22	85	2022-01-05
El Salvador	2021-12-22	64	2022-01-23
North Macedonia	2021-12-23	38	2022-02-06
Bosnia and Herzegovina	2021-12-23	86	2022-01-31
Mali	2021-12-23	1	2021-12-23
Suriname	2021-12-24	15	2021-12-31
Saint Lucia	2021-12-25	5	2022-01-21
Sudan	2021-12-26	1	2021-12-26
Moldova	2022-01-03	54	2022-02-08
Syria	2022-01-05	22	2022-02-02
Armenia	2022-01-05	15	2022-01-11
Dominica	2022-01-09	1	2022-01-09
Azerbaijan	2022-01-10	12	2022-01-10
French Guiana	2022-02-12	1	2022-02-12
Guyana	2022-02-14	2	2022-02-14


## 21L (Omicron)
	first_seq	num_seqs	last_seq
South Africa	2021-11-17	937	2022-02-06
France	2021-11-24	1991	2022-02-21
India	2021-11-28	12489	2022-02-18
Canada	2021-11-29	1002	2022-02-12
Australia	2021-12-01	313	2022-02-22
Philippines	2021-12-02	1027	2022-02-10
Sweden	2021-12-03	3324	2022-02-17
Denmark	2021-12-05	66307	2022-02-22
United Kingdom	2021-12-06	46659	2022-02-22
Mozambique	2021-12-07	5	2022-01-20
Maldives	2021-12-09	51	2022-01-27
Germany	2021-12-13	10791	2022-02-18
Kenya	2021-12-14	1	2021-12-14
USA	2021-12-14	2938	2022-02-22
Rwanda	2021-12-17	2	2022-01-07
Norway	2021-12-18	1267	2022-02-22
Qatar	2021-12-19	196	2022-01-22
Singapore	2021-12-19	729	2022-02-17
Switzerland	2021-12-19	965	2022-02-20
Luxembourg	2021-12-20	132	2022-02-06
Czech Republic	2021-12-20	343	2022-02-21
Netherlands	2021-12-23	718	2022-02-21
Malaysia	2021-12-23	41	2022-02-14
Japan	2021-12-23	349	2022-02-16
Sri Lanka	2021-12-25	316	2022-02-23
Thailand	2021-12-26	313	2022-02-14
Botswana	2021-12-26	68	2022-01-21
Belgium	2021-12-26	1332	2022-02-21
Brazil	2021-12-27	16	2022-02-07
Bangladesh	2021-12-27	209	2022-02-13
Hong Kong	2021-12-27	405	2022-02-12
Brunei	2021-12-27	93	2022-01-12
Indonesia	2021-12-27	377	2022-02-14
China	2021-12-27	1	2021-12-27
Lithuania	2021-12-27	204	2022-02-12
Georgia	2021-12-28	266	2022-02-20
Malawi	2021-12-29	1	2021-12-29
Vietnam	2021-12-29	53	2022-02-18
South Korea	2021-12-29	100	2022-02-07
Israel	2021-12-30	758	2022-02-11
Estonia	2021-12-30	46	2022-01-26
Jordan	2021-12-31	17	2022-01-12
Colombia	2022-01-01	1	2022-01-01
Croatia	2022-01-01	87	2022-02-03
Poland	2022-01-01	1798	2022-02-22
Austria	2022-01-01	1078	2022-02-11
New Zealand	2022-01-01	405	2022-02-16
Portugal	2022-01-02	165	2022-02-08
Pakistan	2022-01-02	31	2022-02-10
Mexico	2022-01-02	21	2022-02-15
Cambodia	2022-01-02	272	2022-02-19
Nepal	2022-01-03	114	2022-01-27
Oman	2022-01-03	2	2022-01-03
Finland	2022-01-03	40	2022-01-30
Latvia	2022-01-03	14	2022-01-12
Slovenia	2022-01-03	54	2022-02-02
Myanmar	2022-01-04	2	2022-01-04
Ireland	2022-01-04	111	2022-02-08
Spain	2022-01-06	397	2022-02-19
Slovakia	2022-01-06	82	2022-02-16
Russia	2022-01-07	37	2022-01-24
Romania	2022-01-09	115	2022-02-03
Italy	2022-01-10	248	2022-02-21
Mauritius	2022-01-10	19	2022-01-31
Armenia	2022-01-11	1	2022-01-11
Moldova	2022-01-12	7	2022-02-21
Zambia	2022-01-13	42	2022-01-31
Iraq	2022-01-14	5	2022-01-14
Senegal	2022-01-15	37	2022-02-19
Bulgaria	2022-01-16	3	2022-01-18
Curacao	2022-01-17	2	2022-01-29
Montenegro	2022-01-18	4	2022-02-08
Argentina	2022-01-18	7	2022-02-07
Turkey	2022-01-19	230	2022-02-17
Ukraine	2022-01-20	9	2022-02-08
Lebanon	2022-01-20	1	2022-01-20
Saint Martin	2022-01-24	2	2022-01-24
Greece	2022-01-24	6	2022-02-03
Costa Rica	2022-01-25	3	2022-02-02
Bosnia and Herzegovina	2022-01-25	3	2022-01-27
Chile	2022-01-26	10	2022-02-10
Liechtenstein	2022-01-27	8	2022-01-30
North Macedonia	2022-01-28	4	2022-01-31
Iran	2022-01-29	2	2022-02-06
Peru	2022-01-31	5	2022-02-14
Guadeloupe	2022-02-07	1	2022-02-07
Dominican Republic	2022-02-16	1	2022-02-16


## 21K.21L
	first_seq	num_seqs	last_seq
Ecuador	2021-01-06	655	2022-02-07
USA	2021-08-27	541354	2022-02-24
Nigeria	2021-10-17	995	2022-01-17
South Africa	2021-10-24	7084	2022-02-06
Chile	2021-10-26	2683	2022-02-10
United Kingdom	2021-11-03	569910	2022-02-22
Canada	2021-11-04	40202	2022-02-13
Ghana	2021-11-05	279	2021-12-31
Egypt	2021-11-08	37	2022-01-03
Senegal	2021-11-09	182	2022-02-19
India	2021-11-10	17995	2022-02-18
Botswana	2021-11-11	1228	2022-01-22
Czech Republic	2021-11-11	5905	2022-02-22
France	2021-11-12	45589	2022-02-21
Bermuda	2021-11-12	20	2021-12-14
Netherlands	2021-11-13	11807	2022-02-21
Hong Kong	2021-11-13	668	2022-02-12
Mexico	2021-11-16	9064	2022-02-19
Germany	2021-11-17	81681	2022-02-23
Rwanda	2021-11-18	86	2022-01-29
Democratic Republic of the Congo	2021-11-19	50	2021-12-18
Belgium	2021-11-19	13583	2022-02-21
Sweden	2021-11-19	8134	2022-02-17
Portugal	2021-11-19	3600	2022-02-08
Malaysia	2021-11-19	1096	2022-02-14
Israel	2021-11-20	15553	2022-02-11
Switzerland	2021-11-21	19201	2022-02-22
Qatar	2021-11-22	266	2022-01-22
Denmark	2021-11-22	102447	2022-02-22
Republic of the Congo	2021-11-22	68	2021-12-30
Philippines	2021-11-22	1280	2022-02-10
Italy	2021-11-22	12114	2022-02-24
Finland	2021-11-23	2029	2022-02-01
Eswatini	2021-11-23	142	2021-12-20
Mauritius	2021-11-23	166	2022-01-31
Norway	2021-11-24	7475	2022-02-22
Thailand	2021-11-24	3596	2022-02-14
Sierra Leone	2021-11-24	1	2021-11-24
South Korea	2021-11-24	2998	2022-02-07
Sri Lanka	2021-11-24	737	2022-02-23
Ireland	2021-11-25	7282	2022-02-08
Nepal	2021-11-25	166	2022-01-27
Brazil	2021-11-25	14542	2022-02-11
Angola	2021-11-25	1	2021-11-25
Austria	2021-11-25	3508	2022-02-11
Spain	2021-11-25	13219	2022-02-21
Zimbabwe	2021-11-26	220	2021-12-21
Mozambique	2021-11-26	85	2022-01-20
Australia	2021-11-26	17907	2022-02-22
Japan	2021-11-27	16056	2022-02-17
Kenya	2021-11-27	643	2022-01-15
Maldives	2021-11-27	201	2022-01-28
Peru	2021-11-28	1601	2022-02-15
Uganda	2021-11-29	39	2022-01-07
Greece	2021-11-29	785	2022-02-05
Indonesia	2021-11-29	6605	2022-02-14
Algeria	2021-11-30	2	2021-12-10
Zambia	2021-11-30	256	2022-02-02
Myanmar	2021-11-30	5	2022-01-04
Slovenia	2021-11-30	7077	2022-02-02
Romania	2021-12-01	1942	2022-02-20
Kuwait	2021-12-01	1	2021-12-01
Croatia	2021-12-01	5369	2022-02-04
Oman	2021-12-01	41	2022-01-04
Slovakia	2021-12-01	1722	2022-02-16
Tunisia	2021-12-02	1	2021-12-02
Mongolia	2021-12-02	1	2021-12-02
Liechtenstein	2021-12-02	88	2022-02-11
Argentina	2021-12-02	1530	2022-02-14
Turkey	2021-12-02	6501	2022-02-17
Dominican Republic	2021-12-02	73	2022-02-16
Singapore	2021-12-02	2228	2022-02-17
Namibia	2021-12-02	164	2021-12-28
Malawi	2021-12-02	91	2021-12-30
Côte d'Ivoire	2021-12-03	4	2021-12-06
Russia	2021-12-03	459	2022-01-25
Pakistan	2021-12-03	107	2022-02-12
Lebanon	2021-12-03	5	2022-01-20
Sint Maarten	2021-12-04	360	2022-02-07
Montenegro	2021-12-04	23	2022-02-08
Colombia	2021-12-05	1938	2022-02-04
Luxembourg	2021-12-06	4419	2022-02-06
Bangladesh	2021-12-06	395	2022-02-13
Latvia	2021-12-07	407	2022-01-13
Guinea	2021-12-07	70	2022-01-07
Jordan	2021-12-07	48	2022-01-12
Morocco	2021-12-07	84	2022-01-20
New Zealand	2021-12-07	1727	2022-02-16
Lithuania	2021-12-08	2799	2022-02-12
Poland	2021-12-09	23546	2022-02-22
Jamaica	2021-12-09	61	2021-12-24
China	2021-12-09	10	2021-12-29
Costa Rica	2021-12-10	686	2022-02-11
Trinidad and Tobago	2021-12-10	132	2022-01-31
Cameroon	2021-12-12	4	2021-12-15
Serbia	2021-12-12	33	2022-01-21
Cambodia	2021-12-12	541	2022-02-19
Malta	2021-12-13	162	2022-02-08
Venezuela	2021-12-13	25	2022-02-01
Barbados	2021-12-13	6	2021-12-16
Saudi Arabia	2021-12-13	29	2021-12-21
Bulgaria	2021-12-13	353	2022-01-20
Panama	2021-12-13	1	2021-12-13
Georgia	2021-12-14	634	2022-02-20
Honduras	2021-12-14	46	2022-01-04
Paraguay	2021-12-14	93	2022-02-02
Saint Martin	2021-12-14	175	2022-02-07
Hungary	2021-12-14	28	2022-01-14
Estonia	2021-12-15	664	2022-01-26
Curacao	2021-12-16	284	2022-02-10
Aruba	2021-12-16	44	2022-01-08
Antigua and Barbuda	2021-12-16	30	2022-01-17
Djibouti	2021-12-16	214	2022-01-05
Brunei	2021-12-16	159	2022-01-12
Kosovo	2021-12-16	11	2021-12-29
Guadeloupe	2021-12-17	142	2022-02-07
Andorra	2021-12-17	58	2022-02-01
Saint Vincent and the Grenadines	2021-12-18	61	2022-01-04
Iran	2021-12-18	153	2022-02-06
Tanzania	2021-12-18	2	2021-12-18
Bonaire	2021-12-19	282	2022-02-02
Saint Kitts and Nevis	2021-12-19	16	2022-01-04
Ukraine	2021-12-19	32	2022-02-09
Burkina Faso	2021-12-19	17	2022-01-29
Belize	2021-12-20	185	2022-01-31
Guatemala	2021-12-20	105	2022-01-21
Taiwan	2021-12-20	4	2021-12-24
Iraq	2021-12-21	57	2022-01-21
Vietnam	2021-12-21	284	2022-02-18
Kazakhstan	2021-12-21	6	2021-12-28
El Salvador	2021-12-22	64	2022-01-23
Gambia	2021-12-22	85	2022-01-05
Mali	2021-12-23	1	2021-12-23
Bosnia and Herzegovina	2021-12-23	89	2022-01-31
North Macedonia	2021-12-23	42	2022-02-06
Suriname	2021-12-24	15	2021-12-31
Saint Lucia	2021-12-25	6	2022-01-21
Sudan	2021-12-26	1	2021-12-26
Moldova	2022-01-03	61	2022-02-21
Syria	2022-01-05	22	2022-02-02
Armenia	2022-01-05	16	2022-01-11
Dominica	2022-01-09	1	2022-01-09
Azerbaijan	2022-01-10	12	2022-01-10
French Guiana	2022-02-12	1	2022-02-12
Guyana	2022-02-14	2	2022-02-14


## 21B (Kappa)
	first_seq	num_seqs	last_seq
India	2020-12-01	5468	2021-10-12
Indonesia	2021-01-14	2	2021-04-29
France	2021-02-21	15	2021-06-01
United Kingdom	2021-02-22	454	2021-09-14
USA	2021-02-25	339	2021-12-09
Ireland	2021-02-26	210	2021-07-04
Canada	2021-02-26	421	2021-06-05
Singapore	2021-02-26	59	2021-05-13
Germany	2021-03-01	105	2021-06-30
Denmark	2021-03-08	28	2021-05-31
New Zealand	2021-03-09	4	2021-04-08
Guadeloupe	2021-03-10	2	2021-03-10
Switzerland	2021-03-16	10	2021-05-04
Australia	2021-03-16	156	2021-06-26
Finland	2021-03-18	11	2021-05-23
Sint Maarten	2021-03-19	2	2021-04-03
Mexico	2021-03-20	7	2021-06-02
Angola	2021-03-21	6	2021-04-12
Belgium	2021-03-25	17	2021-05-13
South Korea	2021-03-26	12	2021-04-27
Sweden	2021-03-26	5	2021-04-17
Uganda	2021-03-26	1	2021-03-26
Italy	2021-03-27	19	2021-06-03
Japan	2021-03-29	20	2021-05-07
Ghana	2021-03-30	11	2021-05-24
Portugal	2021-04-05	9	2021-05-04
Bahrain	2021-04-05	8	2021-04-10
Jordan	2021-04-06	5	2021-04-25
Netherlands	2021-04-06	28	2021-06-29
Slovenia	2021-04-06	3	2021-04-06
Greece	2021-04-06	1	2021-04-06
Kenya	2021-04-07	7	2021-05-06
Czech Republic	2021-04-09	4	2021-05-04
Luxembourg	2021-04-09	10	2021-06-11
Qatar	2021-04-10	6	2021-04-23
Malaysia	2021-04-10	4	2021-06-01
Russia	2021-04-11	1	2021-04-11
Hong Kong	2021-04-11	12	2021-04-18
Norway	2021-04-13	4	2021-04-21
Saudi Arabia	2021-04-13	2	2021-04-14
